일자,식사,메뉴,작업자,대분류,중분류(재료1),중분류2(재료2),중분류3(재료3),중분류4(재료4),중분류5(재료5),소분류1(육류 종류만 기재),양식(western) 여부
2019.9.18,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.9.18,석식,수제비국,문성일,국탕류,면류,채소류,,,,,
2019.9.18,석식,쇠고기숙주볶음,문성일,볶음류,육류,채소류,,,,쇠고기,
2019.9.18,석식,두부매콤조림,김도민,조림류,난류,양념 및 장류,,,,,
2019.9.18,석식,오이무침,연제호,무침류,채소류,양념 및 장류,,,,,
2019.9.18,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.9.19,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.9.19,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.9.19,중식,쇠고기샤브국,문성일,국탕류,육류,,,,,쇠고기,
2019.9.19,중식,주꾸미볶음,김도민,볶음류,어패류,양념 및 장류,채소류,,,,
2019.9.19,중식,카레감자채볶음,편도연,볶음류,곡류,,,,,,
2019.9.19,중식,호박나물,편도연,무침류,채소류,,,,,,
2019.9.19,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.9.19,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.9.19,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.9.19,석식,설렁탕,문성일,국탕류,육류,,,,,소,
2019.9.19,석식,김치전,김윤수,전류,김치류,난류,,,,,
2019.9.19,석식,오징어젓무침,편도연,무침류,어패류,양념 및 장류,,,,,
2019.9.19,석식,야채스틱,문성일,튀김류,채소류,,,,,,
2019.9.19,석식,과일,연제호,단품류,과일류,,,,,,
2019.9.19,석식,석박지,편도연,무침류,채소류,,,,,,
2019.9.20,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.9.20,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.9.20,중식,열무된장국,편도연,국탕류,채소류,양념 및 장류,,,,,
2019.9.20,중식,대패삼겹*파채,연제호,구이류,육류,채소류,,,,돼지고기,
2019.9.20,중식,사각어묵무침,편도연,무침류,어패류,,,,,,
2019.9.20,중식,비름나물,문성일,무침류,채소류,,,,,,
2019.9.20,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.9.20,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.9.20,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.9.20,석식,얼큰소고기무국,김윤수,국탕류,육류,채소류,,,,소,
2019.9.20,석식,안동찜닭,문성일,찜류,육류,,,,,닭,
2019.9.20,석식,탕평채,편도연,무침류,채소류,,,,,,
2019.9.20,석식,아삭고추된장무침,연제호,무침류,채소류,양념 및 장류,두류,,,,
2019.9.20,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.9.23,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.9.23,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.9.23,중식,근대국,연제호,국탕류,채소류,,,,,,
2019.9.23,중식,유자청제육볶음,연제호,볶음류,과일류,육류,,,,돼지고기,
2019.9.23,중식,동그랑땡전,편도연,전류 ,육류,난류,채소류,곡류,,,
2019.9.23,중식,얼갈이겉절이,연제호,무침류,채소류,양념 및 장류,,,,,
2019.9.23,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.9.23,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.9.23,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.9.23,석식,육개장,문성일,국탕류,채소류,육류,,,,,
2019.9.23,석식,고등어구이,편도연,구이류,어패류,,,,,,
2019.9.23,석식,모듬소세지볶음,김도민,볶음류,육류,채소류,,,,돼지,
2019.9.23,석식,오이사과생채,김도민,무침류,채소류,과일류,,,,,
2019.9.23,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.9.24,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.9.24,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.9.24,중식,얼갈이된장국,김도민,국탕류,채소류,양념 및 장류,,,,,
2019.9.24,중식,버섯불고기,편도연,볶음류,육류,채소류,,,,육류(소),
2019.9.24,중식,골뱅이무침,김윤수,무침류,어패류,양념 및 장류,,,,,
2019.9.24,중식,미역줄기볶음,연제호,무침류,해조류,,,,,,
2019.9.24,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.9.24,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.9.24,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.9.24,석식,무채국,연제호,국탕류,채소류,,,,,,
2019.9.24,석식,닭볶음탕,편도연,볶음류,육류,채소류,양념 및 장류,,,육류(닭),
2019.9.24,석식,메밀전병만두,문성일,구이류,만두류,,,,,,
2019.9.24,석식,참나물생채,김윤수,무침류,채소류,,,,,,
2019.9.24,석식,배추겉절이,편도연,무침류,김치류,,,,,,
2019.9.25,중식,곤드레밥*양념장,,밥류,곡류,채소류,양념 및 장류,,,,
2019.9.25,중식,맑은국,김윤수,국탕류,채소류,,,,,,
2019.9.25,중식,돈육강정,연제호,튀김류,육류,,,,,돼지고기,
2019.9.25,중식,사과고구마그라탕,,구이류,채소류,난류,과일류,,,,
2019.9.25,중식,오복지무침,문성일,무침류,채소류,양념 및 장류,,,,,
2019.9.25,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.9.26,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.9.26,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.9.26,중식,콩나물김치국,편도연,국탕류,채소류,김치류,,,,,
2019.9.26,중식,해물누룽지탕,김도민,국탕류,어패류,곡류,난류,,,,
2019.9.26,중식,두부스테이크,편도연,구이류,두류,,,,,,
2019.9.26,중식,마늘쫑무침,김윤수,무침류,채소류,,,,,,
2019.9.26,중식,깍두기,연제호,무침류,김치류,,,,,,
2019.9.26,석식,볶음밥,연제호,밥류,곡류,,,,,,
2019.9.26,석식,짜장소스,연제호,단품류,양념 및 장류,,,,,,
2019.9.26,석식,계란국,김윤수,국탕류,난류,,,,,,
2019.9.26,석식,깐풍기,문성일,튀김류,육류,,,,,돼지,
2019.9.26,석식,시저샐러드,편도연,샐러드류,채소류,,,,,,
2019.9.26,석식,단무지,편도연,장아찌류,채소류,,,,,,
2019.9.26,석식,음료,연제호,음료 및 주류,,,,,,,
2019.9.26,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.9.27,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.9.27,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.9.27,중식,어묵국,김도민,국탕류,어패류,,,,,,
2019.9.27,중식,언양식불고기,문성일,볶음류,육류,,,,,불고기,
2019.9.27,중식,계란말이,김도민,구이류,난류,,,,,,
2019.9.27,중식,청경채생채,연제호,무침류,채소류,,,,,,
2019.9.27,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.9.27,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.9.27,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.9.27,석식,아욱국,문성일,국탕류,채소류,,,,,,
2019.9.27,석식,돈육간장볶음,연제호,볶음류,육류,양념 및 장류,,,,돼지고기,
2019.9.27,석식,닭살겨자채,김윤수,무침류,육류,채소류,,,,닭,
2019.9.27,석식,무나물,편도연,무침류,채소류,,,,,,
2019.9.27,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.9.30,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.9.30,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.9.30,중식,콩가루배추국,연제호,국탕류,두류,채소류,,,,,
2019.9.30,중식,짬뽕불고기,김도민,국수류,육류,어패류,채소류,,,소,
2019.9.30,중식,메추리알조림,김도민,조림류,난류,,,,,,
2019.9.30,중식,얼갈이겉절이,연제호,무침류,채소류,양념 및 장류,,,,,
2019.9.30,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.9.30,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.9.30,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.9.30,석식,버섯들깨탕,편도연,국탕류,채소류,,,,,,
2019.9.30,석식,오징어볶음,편도연,볶음류,어패류,채소류,양념 및 장류,,,,
2019.9.30,석식,고기전,편도연,전류,육류,,,,,육류,
2019.9.30,석식,양배추쌈*쌈장,김윤수,찜류,채소류,양념 및 장류,,,,,
2019.9.30,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.2,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.2,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.2,중식,돈육김치찌개,김도민,찌개류,육류,김치류,,,,돼지,
2019.10.2,중식,닭갈비,연제호,볶음류,육류,채소류,,,,닭고기,
2019.10.2,중식,우엉잡채,연제호,볶음류,채소류,,,,,,
2019.10.2,중식,부추겉절이,연제호,무침류,채소류,양념 및 장류,,,,,
2019.10.2,중식,깍두기,연제호,무침류,김치류,,,,,,
2019.10.2,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.2,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.2,석식,열무된장국,편도연,국탕류,채소류,양념 및 장류,,,,,
2019.10.2,석식,쇠고기장조림,문성일,조림류,육류,,,,,쇠고기,
2019.10.2,석식,마파두부,연제호,볶음류,두류,양념 및 장류,,,,,
2019.10.2,석식,오이맛살초무침,문성일,무침류,채소류,어패류,양념 및 장류,,,,
2019.10.2,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.4,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.4,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.4,중식,해물된장찌개,편도연,찌개류,어패류,두류,양념 및 장류,,,,
2019.10.4,중식,소불고기,연제호,볶음류,육류,,,,,소고기,
2019.10.4,중식,두부양념조림,문성일,조림류,두류,양념 및 장류,,,,,
2019.10.4,중식,미역레몬초무침,김도민,무침류,해조류,과일류,,,,,
2019.10.4,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.4,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.4,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.4,석식,순두부찌개,문성일,찌개류,두류,,,,,,
2019.10.4,석식,함박스테이크,연제호,구이류,육류,,,,,돼지고기,
2019.10.4,석식,계란찜,김도민,찜류,난류,채소류,,,,,
2019.10.4,석식,콩나물무침,편도연,무침류,채소류,,,,,,
2019.10.4,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.7,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.7,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.7,중식,콩비지찌개,문성일,찌개류, 두류,,,,,,
2019.10.7,중식,돈육굴소스볶음,김도민,볶음류,육류,,,,,돼지고기,
2019.10.7,중식,해파리겨자채,문성일,무침류,해조류,채소류,,,,,
2019.10.7,중식,마늘쫑건새우볶음,김도민,볶음류,채소류,어패류,,,,,
2019.10.7,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.7,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.7,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.7,석식,닭개장,김윤수,국탕류,육류,,,,,닭,
2019.10.7,석식,갈치구이,문성일,구이류,어패류,,,,,,
2019.10.7,석식,비엔나케찹볶음,김도민,볶음류,육류,,,,,돼지,
2019.10.7,석식,셀프무쌈말이,연제호,장아찌류,채소류,,,,,,
2019.10.7,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.8,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.8,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.8,중식,동태탕,문성일,국탕류,어패류,,,,,,
2019.10.8,중식,마늘간장치킨,김도민,튀김류,육류,양념 및 장류,,,,닭,
2019.10.8,중식,새송이버섯전,김도민,전류,채소류,난류,,,,,
2019.10.8,중식,치커리사과무침,김도민,무침류,채소류,과일류,양념 및 장류,,,,
2019.10.8,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.8,석식,김치볶음밥,김도민,밥류,육류,김치류,곡류,,,돼지,
2019.10.8,석식,새우튀김우동,김도민,국수류,면류,어패류,,,,,
2019.10.8,석식,고구마치즈구이,연제호,구이류,채소류,,,,,,
2019.10.8,석식,홍시드레싱샐러드,연제호,샐러드류,과일류,채소류,,,,,
2019.10.8,석식,오이피클,연제호,장아찌류,채소류,,,,,,
2019.10.8,석식,깍두기,연제호,무침류,김치류,,,,,,
2019.10.10,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.10,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.10,중식,옹심이만두국,연제호,국탕류,채소류,만두류,,,,,
2019.10.10,중식,굴비구이,김윤수,구이류,어패류,,,,,,
2019.10.10,중식,미트볼조림,김도민,조림류,육류,,,,,소,돼지
2019.10.10,중식,청경채무침,편도연,무침류,채소류,,,,,,
2019.10.10,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.10,석식,참치주먹밥,연제호,밥류,어패류,해조류,곡류,,,,
2019.10.10,석식,잔치국수,편도연,국수류,면류,,,,,,
2019.10.10,석식,쇠고기퀘사디아,문성일,전류,육류,채소류,,,,쇠고기,
2019.10.10,석식,꽃맛살샐러드,김도민,샐러드류,어패류,채소류,,,,,
2019.10.10,석식,음료,연제호,음료 및 주류,,,,,,,
2019.10.10,석식,단무지,편도연,장아찌류,채소류,,,,,,
2019.10.10,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.11,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.11,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.11,중식,아욱국,문성일,국탕류,채소류,,,,,,
2019.10.11,중식,매운돼지갈비찜,김도민,찜류,육류,채소류,양념 및 장류,,,돼지,
2019.10.11,중식,파스타샐러드,김윤수,샐러드류,면류,채소류,,,,,
2019.10.11,중식,건파래무침,연제호,무침류,해조류,양념 및 장류,,,,,
2019.10.11,중식,배추겉절이,편도연,무침류,김치류,,,,,,
2019.10.11,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.11,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.11,석식,쇠고기샤브국,문성일,국탕류,육류,,,,,쇠고기,
2019.10.11,석식,탕수어,연제호,튀김류,어패류,,,,,,
2019.10.11,석식,견과류조림,김도민,조림류,두류,곡류,,,,,
2019.10.11,석식,양념깻잎지,문성일,장아찌류,채소류,양념 및 장류,,,,,
2019.10.11,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.14,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.14,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.14,중식,북어해장국,김윤수,국탕류,어패류,,,,,,
2019.10.14,중식,제육볶음,김윤수,볶음류,육류,,,,,돼지,
2019.10.14,중식,감자채볶음,연제호,볶음류,채소류,,,,,,
2019.10.14,중식,야채스틱,문성일,튀김류,채소류,,,,,,
2019.10.14,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.14,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.14,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.14,석식,참치김치찌개,김윤수,찌개류,어패류,김치류,,,,,
2019.10.14,석식,주꾸미볶음,김도민,볶음류,어패류,양념 및 장류,채소류,,,,
2019.10.14,석식,계란말이,김도민,구이류,난류,,,,,,
2019.10.14,석식,쫑상추무침,김윤수,무침류,채소류,,,,,,
2019.10.14,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.15,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.15,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.15,중식,콩나물국,김윤수,국탕류,채소류,,,,,,
2019.10.15,중식,닭갈비,연제호,볶음류,육류,채소류,,,,닭고기,
2019.10.15,중식,어묵볶음,김윤수,볶음류,어패류,,,,,,
2019.10.15,중식,부추생채,편도연,무침류,채소류,,,,,,
2019.10.15,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.15,석식,야채볶음밥,편도연,밥류,채소류,곡류,,,,,
2019.10.15,석식,유부주머니국,김윤수,국탕류,두류,채소류,,,,,
2019.10.15,석식,통새우또띠아,편도연,빵과자류,,,,,,,1
2019.10.15,석식,야채쫄면무침,연제호,무침류,면류,채소류,,,,,
2019.10.15,석식,과일,연제호,단품류,과일류,,,,,,
2019.10.15,석식,깍두기,연제호,무침류,김치류,,,,,,
2019.10.16,중식,콩나물밥,김윤수,밥류,채소류,곡류,,,,,
2019.10.16,중식,가쯔오국,편도연,국탕류,양념 및 장류,,,,,,
2019.10.16,중식,돈육강정,연제호,튀김류,육류,,,,,돼지고기,
2019.10.16,중식,모히토과일샐러드,,샐러드류,채소류,과일류,양념 및 장류,,,,
2019.10.16,중식,쨔샤이무침,김도민,무침류,채소류,,,,,,
2019.10.16,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.16,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.16,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.16,석식,된장찌개,연제호,찌개류,양념 및 장류,,,,,,
2019.10.16,석식,꽁치구이,문성일,구이류,어패류,,,,,,
2019.10.16,석식,모듬소세지구이,연제호,구이류,육류,,,,,돼지고기,
2019.10.16,석식,오이무침,연제호,무침류,채소류,양념 및 장류,,,,,
2019.10.16,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.17,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.17,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.17,중식,알탕,김윤수,국탕류,난류,,,,,,
2019.10.17,중식,해물굴소스볶음,,볶음류,어패류,양념 및 장류,,,,,
2019.10.17,중식,쇠고기두부찜,김도민,찜류,육류,채소류,,,,소고기,
2019.10.17,중식,치커리유자청무침,문성일,무침류,채소류,,,,,,
2019.10.17,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.17,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.17,석식,떡만두국,편도연,국탕류,만두류,떡류,,,,,
2019.10.17,석식,닭매운찜,연제호,찜류,육류,,,,,닭고기,
2019.10.17,석식,김치전,김윤수,전류,김치류,난류,,,,,
2019.10.17,석식,간장깻잎지,문성일,장아찌류,채소류,양념 및 장류,,,,,
2019.10.17,석식,콘샐러드,편도연,볶음류,채소류,곡류,,,,,
2019.10.17,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.18,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.18,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.18,중식,우거지된장국,문성일,국탕류,채소류,,,,,,
2019.10.18,중식,쇠고기장조림,문성일,조림류,육류,,,,,쇠고기,
2019.10.18,중식,옥수수전,연제호,전류,채소류,,,,,,
2019.10.18,중식,마늘쫑무침,김윤수,무침류,채소류,,,,,,
2019.10.18,중식,배추겉절이,편도연,무침류,김치류,,,,,,
2019.10.18,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.18,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.18,석식,부대찌개,김도민,찌개류,육류,난류,,,,돼지고기,
2019.10.18,석식,후르츠탕수육,문성일,튀김류,육류,과일류,,,,돼지고기,
2019.10.18,석식,오징어초무침,김도민,무침류,어패류,채소류,,,,,
2019.10.18,석식,애호박나물,연제호,무침류,채소류,,,,,,
2019.10.18,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.21,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.21,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.21,중식,고추장찌개,김도민,찌개류,양념 및 장류,채소류,,,,,
2019.10.21,중식,훈제오리단호박볶음,,볶음류,육류,채소류,,,,오리,
2019.10.21,중식,골뱅이무침,김윤수,무침류,어패류,양념 및 장류,,,,,
2019.10.21,중식,양파절임,김도민,장아찌류,채소류,,,,,,
2019.10.21,중식,부추생채,편도연,무침류,채소류,,,,,,
2019.10.21,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.21,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.21,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.21,석식,어묵국,김도민,국탕류,어패류,,,,,,
2019.10.21,석식,언양식불고기,문성일,볶음류,육류,,,,,불고기,
2019.10.21,석식,맛살냉채,문성일,무침류,해조류,,,,,,
2019.10.21,석식,도라지오이무침,편도연,무침류,채소류,,,,,,
2019.10.21,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.22,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.22,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.22,중식,얼큰순두부찌개,김도민,찌개류,두류,채소류,,,,,
2019.10.22,중식,짬뽕불고기,김도민,국수류,육류,어패류,채소류,,,소,
2019.10.22,중식,잡채,문성일,무침류,육류,채소류,,,,돼지,
2019.10.22,중식,도토리묵무침,김윤수,무침류,묵류,양념 및 장류,,,,,
2019.10.22,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.22,석식,김밥,김도민,김(초)밥류,육류,해조류,채소류,,,돼지,
2019.10.22,석식,잔치국수,편도연,국수류,면류,,,,,,
2019.10.22,석식,떡볶이,김도민,볶음류,떡류,,,,,,
2019.10.22,석식,김말이튀김,문성일,튀김류,면류,해조류,,,,,
2019.10.22,석식,음료,연제호,음료 및 주류,,,,,,,
2019.10.22,석식,배추겉절이,편도연,무침류,김치류,,,,,,
2019.10.23,중식,카레라이스,문성일,밥류,양념 및 장류,,,,,,
2019.10.23,중식,우동국,,국수류,면류,,,,,,
2019.10.23,중식,유린기,김도민,튀김류,육류,,,,,닭,
2019.10.23,중식,메밀전병만두,문성일,구이류,만두류,,,,,,
2019.10.23,중식,단무지,편도연,장아찌류,채소류,,,,,,
2019.10.23,중식,바나나,김도민,단품류,과일류,,,,,,
2019.10.23,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.23,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.23,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.23,석식,열무된장국,편도연,국탕류,채소류,양념 및 장류,,,,,
2019.10.23,석식,소고기버섯볶음,김윤수,볶음류,육류,채소류,,,,소,
2019.10.23,석식,부추호박전,김윤수,전류,채소류,난류,,,,,
2019.10.23,석식,브로콜리*초장,연제호,샐러드류,채소류,양념 및 장류,,,,,
2019.10.23,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.24,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.24,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.24,중식,건새우아욱국,김도민,국탕류,어패류,채소류,,,,,
2019.10.24,중식,등갈비김치말이,,구이류,육류,김치류,,,,돼지,
2019.10.24,중식,계란말이,김도민,구이류,난류,,,,,,
2019.10.24,중식,숙주나물무침,김도민,무침류,채소류,양념 및 장류,,,,,
2019.10.24,중식,열무김치,김도민,무침류,채소류,,,,,,
2019.10.24,석식,해물굴소스볶음밥,편도연,밥류,어패류,채소류,곡류,,,,
2019.10.24,석식,맑은국,김윤수,국탕류,채소류,,,,,,
2019.10.24,석식,돈육간장강정,김윤수,튀김류,육류,,,,,돼지,
2019.10.24,석식,흑임자시금치샐러드,김도민,샐러드류,채소류,,,,,,
2019.10.24,석식,무우짱아찌,문성일,장아찌류,채소류,,,,,,
2019.10.24,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.25,중식,나물비빔밥,,비빔밥볶음밥류,채소류,양념 및 장류,,,,,
2019.10.25,중식,팽이장국,김윤수,국탕류,채소류,양념 및 장류,,,,,
2019.10.25,중식,생선까스*칠리소스,연제호,튀김류,어패류,양념 및 장류,,,,,
2019.10.25,중식,갈비만두,김윤수,찜류,육류,난류,,,,돼지,
2019.10.25,중식,식혜,김윤수,음료 및 주류,곡류,,,,,,
2019.10.25,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.25,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.25,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.25,석식,차돌박이찌개,편도연,찌개류,육류,채소류,양념 및 장류,,,육류(소),
2019.10.25,석식,류산슬,김윤수,볶음류,육류,어패류,,,,돼지,
2019.10.25,석식,비엔나감자조림,연제호,조림류,육류,채소류,,,,돼지고기,
2019.10.25,석식,아삭고추무침,문성일,무침류,채소류,,,,,,
2019.10.25,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.28,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.28,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.28,중식,소고기미역국,연제호,국탕류,육류,해조류,,,,소고기,
2019.10.28,중식,유자청제육볶음,연제호,볶음류,과일류,육류,,,,돼지고기,
2019.10.28,중식,메추리알조림,김도민,조림류,난류,,,,,,
2019.10.28,중식,모듬쌈*쌈장,김윤수,샐러드류,채소류,양념 및 장류,,,,,
2019.10.28,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.28,석식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.28,석식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.28,석식,짬뽕국,김도민,국탕류,어패류,채소류,,,,,
2019.10.28,석식,가자미카레튀김,문성일,튀김류,어패류,,,,,,
2019.10.28,석식,고기전,편도연,전류,육류,,,,,육류,
2019.10.28,석식,치커리무침,김윤수,무침류,채소류,,,,,,
2019.10.28,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.29,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.29,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.29,중식,된장찌개,연제호,찌개류,양념 및 장류,,,,,,
2019.10.29,중식,오징어볶음,편도연,볶음류,어패류,채소류,양념 및 장류,,,,
2019.10.29,중식,두부새싹구이,문성일,구이류,두류,채소류,,,,,
2019.10.29,중식,파래김*양념장,문성일,단품류,양념 및 장류,해조류,,,,,
2019.10.29,중식,열무김치,김도민,무침류,채소류,,,,,,
2019.10.29,석식,오므라이스,문성일,밥류,난류,채소류,곡류,,,,
2019.10.29,석식,미니우동,연제호,국수류,면류,,,,,,
2019.10.29,석식,닭오븐구이,문성일,구이류,육류,,,,,닭,
2019.10.29,석식,고구마튀김,김윤수,튀김류,채소류,,,,,,
2019.10.29,석식,꼬들단무지,김도민,장아찌류,채소류,,,,,,
2019.10.29,석식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.30,중식,마파두부덮밥,김윤수,밥류,두류,곡류,,,,,
2019.10.30,중식,맑은국,김윤수,국탕류,채소류,,,,,,
2019.10.30,중식,치킨핑거,연제호,튀김류,육류,,,,,치킨류,
2019.10.30,중식,시저샐러드,편도연,샐러드류,채소류,,,,,,
2019.10.30,중식,무비트생채,편도연,무침류,채소류,,,,,,
2019.10.30,중식,포기김치,연제호,무침류,김치류,,,,,,
2019.10.31,중식,쌀밥,문성일,밥류,곡류,,,,,,
2019.10.31,중식,잡곡밥,편도연,밥류,곡류,,,,,,
2019.10.31,중식,매운콩나물국,김윤수,국탕류,채소류,,,,,,
2019.10.31,중식,동파삼겹수육,김윤수,찜류,육류,양념 및 장류,,,,돼지,
2019.10.31,중식,늙은호박전,문성일,전류,채소류,,,,,,
2019.10.31,중식,쫑상추무침,김윤수,무침류,채소류,,,,,,
2019.10.31,중식,배추겉절이,편도연,무침류,김치류,,,,,,
2019.10.31,석식,참치회덮밥,연제호,밥류,어패류,채소류,,,,,
2019.10.31,석식,미소장국,문성일,국탕류,양념 및 장류,,,,,,
2019.10.31,석식,또띠아피자,김도민,빵과자류,곡류,난류,채소류,,,,
